rownames,date,variable,value,value01
2779,2007-09-01,unemploy,7170.0,0.3540696297465856
2780,2007-10-01,unemploy,7237.0,0.35935896423778324
2781,2007-11-01,unemploy,7240.0,0.3595958001105234
2782,2007-12-01,unemploy,7645.0,0.3915686429304492
2783,2008-01-01,unemploy,7685.0,0.3947264545669851
2784,2008-02-01,unemploy,7497.0,0.37988473987526644
2785,2008-03-01,unemploy,7822.0,0.40554195942212046
2786,2008-04-01,unemploy,7637.0,0.39093708060314203
2787,2008-05-01,unemploy,8395.0,0.45077761111549697
2788,2008-06-01,unemploy,8575.0,0.46498776347990844
2789,2008-07-01,unemploy,8937.0,0.49356595879055815
2790,2008-08-01,unemploy,9438.0,0.53311754953817
2791,2008-09-01,unemploy,9494.0,0.5375384858293203
2792,2008-10-01,unemploy,10074.0,0.5833267545590906
2793,2008-11-01,unemploy,10538.0,0.6199573695429068
2794,2008-12-01,unemploy,11286.0,0.6790084471461277
2795,2009-01-01,unemploy,12058.0,0.7399542117312702
2796,2009-02-01,unemploy,12898.0,0.8062682560985237
2797,2009-03-01,unemploy,13426.0,0.8479513697007973
2798,2009-04-01,unemploy,13853.0,0.8816610089208179
2799,2009-05-01,unemploy,14499.0,0.9326596668508723
2800,2009-06-01,unemploy,14707.0,0.9490802873608589
2801,2009-07-01,unemploy,14601.0,0.9407120865240388
2802,2009-08-01,unemploy,14814.0,0.9575274334885924
2803,2009-09-01,unemploy,15009.0,0.9729217652167048
2804,2009-10-01,unemploy,15352.0,1.0
2805,2009-11-01,unemploy,15219.0,0.9895002763085182
2806,2009-12-01,unemploy,15098.0,0.9799478961079972
2807,2010-01-01,unemploy,15046.0,0.9758427409805005
2808,2010-02-01,unemploy,15113.0,0.9811320754716981
2809,2010-03-01,unemploy,15202.0,0.9881582063629905
2810,2010-04-01,unemploy,15325.0,0.9978684771453383
2811,2010-05-01,unemploy,14849.0,0.9602905186705613
2812,2010-06-01,unemploy,14474.0,0.9306860345780374
2813,2010-07-01,unemploy,14512.0,0.9336859556327465
2814,2010-08-01,unemploy,14648.0,0.9444225151969685
2815,2010-09-01,unemploy,14579.0,0.9389752901239441
2816,2010-10-01,unemploy,14516.0,0.9340017367964001
2817,2010-11-01,unemploy,15081.0,0.9786058261624694
2818,2010-12-01,unemploy,14348.0,0.9207389279229494
2819,2011-01-01,unemploy,14013.0,0.8942922554669614
2820,2011-02-01,unemploy,13820.0,0.8790558143206758
2821,2011-03-01,unemploy,13737.0,0.8725033551748638
2822,2011-04-01,unemploy,13957.0,0.8898713191758112
2823,2011-05-01,unemploy,13855.0,0.8818188995026447
2824,2011-06-01,unemploy,13962.0,0.8902660456303781
2825,2011-07-01,unemploy,13763.0,0.8745559327386121
2826,2011-08-01,unemploy,13818.0,0.878897923738849
2827,2011-09-01,unemploy,13948.0,0.8891608115575906
2828,2011-10-01,unemploy,13594.0,0.8612141785742481
2829,2011-11-01,unemploy,13302.0,0.8381621536275361
2830,2011-12-01,unemploy,13093.0,0.8216625878266361
2831,2012-01-01,unemploy,12797.0,0.7982947817162707
2832,2012-02-01,unemploy,12813.0,0.799557906370885
2833,2012-03-01,unemploy,12713.0,0.7916633772795453
2834,2012-04-01,unemploy,12646.0,0.7863740427883477
2835,2012-05-01,unemploy,12660.0,0.7874792768611353
2836,2012-06-01,unemploy,12692.0,0.7900055261703639
2837,2012-07-01,unemploy,12656.0,0.7871634956974817
2838,2012-08-01,unemploy,12471.0,0.7725586168785032
2839,2012-09-01,unemploy,12115.0,0.7444540933133339
2840,2012-10-01,unemploy,12124.0,0.7451646009315545
2841,2012-11-01,unemploy,12005.0,0.7357701113128602
2842,2012-12-01,unemploy,12298.0,0.7589010815504855
2843,2013-01-01,unemploy,12471.0,0.7725586168785032
2844,2013-02-01,unemploy,11950.0,0.7314281203126234
2845,2013-03-01,unemploy,11689.0,0.7108233993842268
2846,2013-04-01,unemploy,11760.0,0.7164285150390779
2847,2013-05-01,unemploy,11654.0,0.7080603142022578
2848,2013-06-01,unemploy,11751.0,0.7157180074208573
2849,2013-07-01,unemploy,11335.0,0.6828767664008842
2850,2013-08-01,unemploy,11279.0,0.678455830109734
2851,2013-09-01,unemploy,11270.0,0.6777453224915134
2852,2013-10-01,unemploy,11136.0,0.6671666535091182
2853,2013-11-01,unemploy,10787.0,0.6396147469803426
2854,2013-12-01,unemploy,10404.0,0.6093787005605116
2855,2014-01-01,unemploy,10202.0,0.5934317517960054
2856,2014-02-01,unemploy,10349.0,0.6050367095602748
2857,2014-03-01,unemploy,10380.0,0.60748401357859
2858,2014-04-01,unemploy,9702.0,0.5539591063393069
2859,2014-05-01,unemploy,9859.0,0.5663535170127102
2860,2014-06-01,unemploy,9460.0,0.5348543459382648
2861,2014-07-01,unemploy,9608.0,0.5465382489934475
2862,2014-08-01,unemploy,9599.0,0.5458277413752269
2863,2014-09-01,unemploy,9262.0,0.5192231783374122
2864,2014-10-01,unemploy,8990.0,0.4977500592089682
2865,2014-11-01,unemploy,9090.0,0.5056445883003079
2866,2014-12-01,unemploy,8717.0,0.4761979947896108
2867,2015-01-01,unemploy,8903.0,0.49088181889950266
2868,2015-02-01,unemploy,8610.0,0.4677508486618773
2869,2015-03-01,unemploy,8504.0,0.4593826478250572
2870,2015-04-01,unemploy,8526.0,0.46111944422515194
