rownames,date,variable,value,value01,relative-time,year,month,yearmonth
2645,1996-07-01,unemploy,7337.0,0.36725349332912294,Past,1996,7,23959
2646,1996-08-01,unemploy,6882.0,0.3313333859635273,Past,1996,8,23960
2647,1996-09-01,unemploy,6979.0,0.3389910791821268,Past,1996,9,23961
2648,1996-10-01,unemploy,7031.0,0.34309623430962344,Past,1996,10,23962
2649,1996-11-01,unemploy,7236.0,0.35928001894686984,Past,1996,11,23963
2650,1996-12-01,unemploy,7253.0,0.36062208889239755,Past,1996,12,23964
2651,1997-01-01,unemploy,7158.0,0.35312228625562486,Past,1997,1,23965
2652,1997-02-01,unemploy,7102.0,0.3487013499644746,Past,1997,2,23966
2653,1997-03-01,unemploy,7000.0,0.3406489302913081,Past,1997,3,23967
2654,1997-04-01,unemploy,6873.0,0.3306228783453067,Past,1997,4,23968
2655,1997-05-01,unemploy,6655.0,0.3134128049261862,Past,1997,5,23969
2656,1997-06-01,unemploy,6799.0,0.3247809268177153,Past,1997,6,23970
2657,1997-07-01,unemploy,6655.0,0.3134128049261862,Past,1997,7,23971
2658,1997-08-01,unemploy,6608.0,0.3097023762532565,Past,1997,8,23972
2659,1997-09-01,unemploy,6656.0,0.3134917502170996,Past,1997,9,23973
2660,1997-10-01,unemploy,6454.0,0.2975448014525934,Past,1997,10,23974
2661,1997-11-01,unemploy,6308.0,0.2860187889792374,Past,1997,11,23975
2662,1997-12-01,unemploy,6476.0,0.2992815978526881,Past,1997,12,23976
2663,1998-01-01,unemploy,6368.0,0.2907555064340412,Past,1998,1,23977
2664,1998-02-01,unemploy,6306.0,0.2858608983974106,Past,1998,2,23978
2665,1998-03-01,unemploy,6422.0,0.29501855214336464,Past,1998,3,23979
2666,1998-04-01,unemploy,5941.0,0.2570458672140207,Past,1998,4,23980
2667,1998-05-01,unemploy,6047.0,0.2654140680508408,Past,1998,5,23981
2668,1998-06-01,unemploy,6212.0,0.2784400410515513,Past,1998,6,23982
2669,1998-07-01,unemploy,6259.0,0.28215046972448093,Past,1998,7,23983
2670,1998-08-01,unemploy,6179.0,0.27583484645140915,Past,1998,8,23984
2671,1998-09-01,unemploy,6300.0,0.2853872266519302,Past,1998,9,23985
2672,1998-10-01,unemploy,6280.0,0.28380832083366225,Past,1998,10,23986
2673,1998-11-01,unemploy,6100.0,0.26959816846925083,Past,1998,11,23987
2674,1998-12-01,unemploy,6032.0,0.2642298886871398,Past,1998,12,23988
2675,1999-01-01,unemploy,5976.0,0.25980895239598956,Past,1999,1,23989
2676,1999-02-01,unemploy,6111.0,0.2704665666692982,Past,1999,2,23990
2677,1999-03-01,unemploy,5783.0,0.24457251124970394,Past,1999,3,23991
2678,1999-04-01,unemploy,6004.0,0.2620194205415647,Past,1999,4,23992
2679,1999-05-01,unemploy,5796.0,0.2455988000315781,Past,1999,5,23993
2680,1999-06-01,unemploy,5951.0,0.25783532012315463,Past,1999,6,23994
2681,1999-07-01,unemploy,6025.0,0.26367727165074606,Past,1999,7,23995
2682,1999-08-01,unemploy,5838.0,0.2489145022499408,Past,1999,8,23996
2683,1999-09-01,unemploy,5915.0,0.25499328965027235,Past,1999,9,23997
2684,1999-10-01,unemploy,5778.0,0.24417778479513697,Past,1999,10,23998
2685,1999-11-01,unemploy,5716.0,0.23928317675850636,Past,1999,11,23999
2686,1999-12-01,unemploy,5653.0,0.23430962343096234,Past,1999,12,24000
2687,2000-01-01,unemploy,5708.0,0.23865161443119917,Past,2000,1,24001
2688,2000-02-01,unemploy,5858.0,0.25049340806820874,Past,2000,2,24002
2689,2000-03-01,unemploy,5733.0,0.2406252467040341,Past,2000,3,24003
2690,2000-04-01,unemploy,5481.0,0.22073103339385805,Past,2000,4,24004
2691,2000-05-01,unemploy,5758.0,0.24259887897686902,Past,2000,5,24005
2692,2000-06-01,unemploy,5651.0,0.23415173284913554,Past,2000,6,24006
2693,2000-07-01,unemploy,5747.0,0.24173048077682166,Past,2000,7,24007
2694,2000-08-01,unemploy,5853.0,0.25009868161364174,Past,2000,8,24008
2695,2000-09-01,unemploy,5625.0,0.23209915528538722,Past,2000,9,24009
2696,2000-10-01,unemploy,5534.0,0.2249151338122681,Past,2000,10,24010
2697,2000-11-01,unemploy,5639.0,0.23320438935817478,Past,2000,11,24011
2698,2000-12-01,unemploy,5634.0,0.2328096629036078,Past,2000,12,24012
2699,2001-01-01,unemploy,6023.0,0.26351938106891926,Past,2001,1,24013
2700,2001-02-01,unemploy,6089.0,0.2687297702692034,Past,2001,2,24014
2701,2001-03-01,unemploy,6141.0,0.27283492539670007,Past,2001,3,24015
2702,2001-04-01,unemploy,6271.0,0.2830978132154417,Past,2001,4,24016
2703,2001-05-01,unemploy,6226.0,0.27954527512433885,Past,2001,5,24017
2704,2001-06-01,unemploy,6484.0,0.29991316017999525,Past,2001,6,24018
2705,2001-07-01,unemploy,6583.0,0.30772874398042155,Past,2001,7,24019
2706,2001-08-01,unemploy,7042.0,0.3439646325096708,Past,2001,8,24020
2707,2001-09-01,unemploy,7142.0,0.3518591616010105,Past,2001,9,24021
2708,2001-10-01,unemploy,7694.0,0.39543696218520563,Past,2001,10,24022
2709,2001-11-01,unemploy,8003.0,0.41983105707744534,Past,2001,11,24023
2710,2001-12-01,unemploy,8258.0,0.4399621062603616,Past,2001,12,24024
2711,2002-01-01,unemploy,8182.0,0.4339622641509434,Past,2002,1,24025
2712,2002-02-01,unemploy,8215.0,0.4365674587510855,Past,2002,2,24026
2713,2002-03-01,unemploy,8304.0,0.44359358964237783,Past,2002,3,24027
2714,2002-04-01,unemploy,8599.0,0.46688245046182997,Past,2002,4,24028
2715,2002-05-01,unemploy,8399.0,0.4510933922791506,Past,2002,5,24029
2716,2002-06-01,unemploy,8393.0,0.45061972053367016,Past,2002,6,24030
2717,2002-07-01,unemploy,8390.0,0.45038288466092996,Past,2002,7,24031
2718,2002-08-01,unemploy,8304.0,0.44359358964237783,Past,2002,8,24032
2719,2002-09-01,unemploy,8251.0,0.4394094892239678,Past,2002,9,24033
2720,2002-10-01,unemploy,8307.0,0.44383042551511803,Past,2002,10,24034
2721,2002-11-01,unemploy,8520.0,0.4606457724796716,Past,2002,11,24035
2722,2002-12-01,unemploy,8640.0,0.4701192073892792,Past,2002,12,24036
2723,2003-01-01,unemploy,8520.0,0.4606457724796716,Past,2003,1,24037
2724,2003-02-01,unemploy,8618.0,0.4683824109891845,Past,2003,2,24038
2725,2003-03-01,unemploy,8588.0,0.4660140522617826,Past,2003,3,24039
2726,2003-04-01,unemploy,8842.0,0.4860661561537854,Past,2003,4,24040
2727,2003-05-01,unemploy,8957.0,0.49514486460882606,Past,2003,5,24041
2728,2003-06-01,unemploy,9266.0,0.5195389595010658,Past,2003,6,24042
2729,2003-07-01,unemploy,9011.0,0.4994079103181495,Past,2003,7,24043
2730,2003-08-01,unemploy,8896.0,0.49032920186310885,Past,2003,8,24044
2731,2003-09-01,unemploy,8921.0,0.4923028341359438,Past,2003,9,24045
2732,2003-10-01,unemploy,8732.0,0.47738217415331174,Past,2003,10,24046
2733,2003-11-01,unemploy,8576.0,0.46506670877082185,Past,2003,11,24047
2734,2003-12-01,unemploy,8317.0,0.444619878424252,Past,2003,12,24048
2735,2004-01-01,unemploy,8370.0,0.44880397884266204,Past,2004,1,24049
2736,2004-02-01,unemploy,8167.0,0.43277808478724245,Past,2004,2,24050
2737,2004-03-01,unemploy,8491.0,0.45835635904318306,Past,2004,3,24051
2738,2004-04-01,unemploy,8170.0,0.43301492065998265,Past,2004,4,24052
2739,2004-05-01,unemploy,8212.0,0.4363306228783453,Past,2004,5,24053
2740,2004-06-01,unemploy,8286.0,0.4421725744059367,Past,2004,6,24054
2741,2004-07-01,unemploy,8136.0,0.4303307807689271,Past,2004,7,24055
2742,2004-08-01,unemploy,7990.0,0.4188047682955712,Past,2004,8,24056
2743,2004-09-01,unemploy,7927.0,0.41383121496802716,Past,2004,9,24057
2744,2004-10-01,unemploy,8061.0,0.42440988395042234,Past,2004,10,24058
2745,2004-11-01,unemploy,7932.0,0.41422594142259417,Past,2004,11,24059
2746,2004-12-01,unemploy,7934.0,0.4143838320044209,Past,2004,12,24060
2747,2005-01-01,unemploy,7784.0,0.40254203836741137,Past,2005,1,24061
2748,2005-02-01,unemploy,7980.0,0.4180153153864372,Past,2005,2,24062
2749,2005-03-01,unemploy,7737.0,0.3988316096944817,Past,2005,3,24063
2750,2005-04-01,unemploy,7672.0,0.3937001657851109,Past,2005,4,24064
2751,2005-05-01,unemploy,7651.0,0.3920423146759296,Past,2005,5,24065
2752,2005-06-01,unemploy,7524.0,0.38201626272992817,Past,2005,6,24066
2753,2005-07-01,unemploy,7406.0,0.3727007184021473,Past,2005,7,24067
2754,2005-08-01,unemploy,7345.0,0.3678850556564301,Past,2005,8,24068
2755,2005-09-01,unemploy,7553.0,0.3843056761664167,Past,2005,9,24069
2756,2005-10-01,unemploy,7453.0,0.37641114707507695,Past,2005,10,24070
2757,2005-11-01,unemploy,7566.0,0.38533196494829086,Past,2005,11,24071
2758,2005-12-01,unemploy,7279.0,0.3626746664561459,Past,2005,12,24072
2759,2006-01-01,unemploy,7064.0,0.3457014289097655,Past,2006,1,24073
2760,2006-02-01,unemploy,7184.0,0.3551748638193732,Past,2006,2,24074
2761,2006-03-01,unemploy,7072.0,0.34633299123707273,Past,2006,3,24075
2762,2006-04-01,unemploy,7120.0,0.3501223652009158,Past,2006,4,24076
2763,2006-05-01,unemploy,6980.0,0.3390700244730402,Past,2006,5,24077
2764,2006-06-01,unemploy,7001.0,0.3407278755822215,Past,2006,6,24078
2765,2006-07-01,unemploy,7175.0,0.3544643562011526,Past,2006,7,24079
2766,2006-08-01,unemploy,7091.0,0.34783295176442725,Past,2006,8,24080
2767,2006-09-01,unemploy,6847.0,0.32857030078155836,Past,2006,9,24081
2768,2006-10-01,unemploy,6727.0,0.31909686587195074,Past,2006,10,24082
2769,2006-11-01,unemploy,6872.0,0.3305439330543933,Past,2006,11,24083
2770,2006-12-01,unemploy,6762.0,0.3218599510539196,Past,2006,12,24084
2771,2007-01-01,unemploy,7116.0,0.34980658403726217,Past,2007,1,24085
2772,2007-02-01,unemploy,6927.0,0.33488592405463014,Past,2007,2,24086
2773,2007-03-01,unemploy,6731.0,0.31941264703560435,Past,2007,3,24087
2774,2007-04-01,unemploy,6850.0,0.32880713665429856,Past,2007,4,24088
2775,2007-05-01,unemploy,6766.0,0.32217573221757323,Past,2007,5,24089
2776,2007-06-01,unemploy,6979.0,0.3389910791821268,Past,2007,6,24090
2777,2007-07-01,unemploy,7149.0,0.3524117786374043,Past,2007,7,24091
2778,2007-08-01,unemploy,7067.0,0.3459382647825057,Past,2007,8,24092
2779,2007-09-01,unemploy,7170.0,0.3540696297465856,Past,2007,9,24093
2780,2007-10-01,unemploy,7237.0,0.35935896423778324,Past,2007,10,24094
2781,2007-11-01,unemploy,7240.0,0.3595958001105234,Past,2007,11,24095
2782,2007-12-01,unemploy,7645.0,0.3915686429304492,Past,2007,12,24096
2783,2008-01-01,unemploy,7685.0,0.3947264545669851,Past,2008,1,24097
2784,2008-02-01,unemploy,7497.0,0.37988473987526644,Past,2008,2,24098
2785,2008-03-01,unemploy,7822.0,0.40554195942212046,Past,2008,3,24099
2786,2008-04-01,unemploy,7637.0,0.39093708060314203,Past,2008,4,24100
2787,2008-05-01,unemploy,8395.0,0.45077761111549697,Past,2008,5,24101
2788,2008-06-01,unemploy,8575.0,0.46498776347990844,Past,2008,6,24102
2789,2008-07-01,unemploy,8937.0,0.49356595879055815,Past,2008,7,24103
2790,2008-08-01,unemploy,9438.0,0.53311754953817,Past,2008,8,24104
2791,2008-09-01,unemploy,9494.0,0.5375384858293203,Past,2008,9,24105
2792,2008-10-01,unemploy,10074.0,0.5833267545590906,Past,2008,10,24106
2793,2008-11-01,unemploy,10538.0,0.6199573695429068,Past,2008,11,24107
2794,2008-12-01,unemploy,11286.0,0.6790084471461277,Past,2008,12,24108
2795,2009-01-01,unemploy,12058.0,0.7399542117312702,Past,2009,1,24109
2796,2009-02-01,unemploy,12898.0,0.8062682560985237,Past,2009,2,24110
2797,2009-03-01,unemploy,13426.0,0.8479513697007973,Past,2009,3,24111
2798,2009-04-01,unemploy,13853.0,0.8816610089208179,Past,2009,4,24112
2799,2009-05-01,unemploy,14499.0,0.9326596668508723,Past,2009,5,24113
2800,2009-06-01,unemploy,14707.0,0.9490802873608589,Past,2009,6,24114
2801,2009-07-01,unemploy,14601.0,0.9407120865240388,Past,2009,7,24115
2802,2009-08-01,unemploy,14814.0,0.9575274334885924,Past,2009,8,24116
2803,2009-09-01,unemploy,15009.0,0.9729217652167048,Past,2009,9,24117
2804,2009-10-01,unemploy,15352.0,1.0,Past,2009,10,24118
2805,2009-11-01,unemploy,15219.0,0.9895002763085182,Past,2009,11,24119
2806,2009-12-01,unemploy,15098.0,0.9799478961079972,Past,2009,12,24120
2807,2010-01-01,unemploy,15046.0,0.9758427409805005,Past,2010,1,24121
2808,2010-02-01,unemploy,15113.0,0.9811320754716981,Past,2010,2,24122
2809,2010-03-01,unemploy,15202.0,0.9881582063629905,Past,2010,3,24123
2810,2010-04-01,unemploy,15325.0,0.9978684771453383,Past,2010,4,24124
2811,2010-05-01,unemploy,14849.0,0.9602905186705613,Past,2010,5,24125
2812,2010-06-01,unemploy,14474.0,0.9306860345780374,Past,2010,6,24126
2813,2010-07-01,unemploy,14512.0,0.9336859556327465,Past,2010,7,24127
2814,2010-08-01,unemploy,14648.0,0.9444225151969685,Past,2010,8,24128
2815,2010-09-01,unemploy,14579.0,0.9389752901239441,Past,2010,9,24129
2816,2010-10-01,unemploy,14516.0,0.9340017367964001,Past,2010,10,24130
2817,2010-11-01,unemploy,15081.0,0.9786058261624694,Past,2010,11,24131
2818,2010-12-01,unemploy,14348.0,0.9207389279229494,Past,2010,12,24132
2819,2011-01-01,unemploy,14013.0,0.8942922554669614,Past,2011,1,24133
2820,2011-02-01,unemploy,13820.0,0.8790558143206758,Past,2011,2,24134
2821,2011-03-01,unemploy,13737.0,0.8725033551748638,Past,2011,3,24135
2822,2011-04-01,unemploy,13957.0,0.8898713191758112,Past,2011,4,24136
2823,2011-05-01,unemploy,13855.0,0.8818188995026447,Past,2011,5,24137
2824,2011-06-01,unemploy,13962.0,0.8902660456303781,Past,2011,6,24138
2825,2011-07-01,unemploy,13763.0,0.8745559327386121,Past,2011,7,24139
2826,2011-08-01,unemploy,13818.0,0.878897923738849,Past,2011,8,24140
2827,2011-09-01,unemploy,13948.0,0.8891608115575906,Past,2011,9,24141
2828,2011-10-01,unemploy,13594.0,0.8612141785742481,Past,2011,10,24142
2829,2011-11-01,unemploy,13302.0,0.8381621536275361,Past,2011,11,24143
2830,2011-12-01,unemploy,13093.0,0.8216625878266361,Past,2011,12,24144
2831,2012-01-01,unemploy,12797.0,0.7982947817162707,Past,2012,1,24145
2832,2012-02-01,unemploy,12813.0,0.799557906370885,Past,2012,2,24146
2833,2012-03-01,unemploy,12713.0,0.7916633772795453,Past,2012,3,24147
2834,2012-04-01,unemploy,12646.0,0.7863740427883477,Past,2012,4,24148
2835,2012-05-01,unemploy,12660.0,0.7874792768611353,Past,2012,5,24149
2836,2012-06-01,unemploy,12692.0,0.7900055261703639,Past,2012,6,24150
2837,2012-07-01,unemploy,12656.0,0.7871634956974817,Past,2012,7,24151
2838,2012-08-01,unemploy,12471.0,0.7725586168785032,Past,2012,8,24152
2839,2012-09-01,unemploy,12115.0,0.7444540933133339,Past,2012,9,24153
2840,2012-10-01,unemploy,12124.0,0.7451646009315545,Past,2012,10,24154
2841,2012-11-01,unemploy,12005.0,0.7357701113128602,Past,2012,11,24155
2842,2012-12-01,unemploy,12298.0,0.7589010815504855,Past,2012,12,24156
2843,2013-01-01,unemploy,12471.0,0.7725586168785032,Past,2013,1,24157
2844,2013-02-01,unemploy,11950.0,0.7314281203126234,Past,2013,2,24158
2845,2013-03-01,unemploy,11689.0,0.7108233993842268,Past,2013,3,24159
2846,2013-04-01,unemploy,11760.0,0.7164285150390779,Past,2013,4,24160
2847,2013-05-01,unemploy,11654.0,0.7080603142022578,Past,2013,5,24161
2848,2013-06-01,unemploy,11751.0,0.7157180074208573,Past,2013,6,24162
2849,2013-07-01,unemploy,11335.0,0.6828767664008842,Past,2013,7,24163
2850,2013-08-01,unemploy,11279.0,0.678455830109734,Past,2013,8,24164
2851,2013-09-01,unemploy,11270.0,0.6777453224915134,Past,2013,9,24165
2852,2013-10-01,unemploy,11136.0,0.6671666535091182,Past,2013,10,24166
2853,2013-11-01,unemploy,10787.0,0.6396147469803426,Past,2013,11,24167
2854,2013-12-01,unemploy,10404.0,0.6093787005605116,Past,2013,12,24168
2855,2014-01-01,unemploy,10202.0,0.5934317517960054,Past,2014,1,24169
2856,2014-02-01,unemploy,10349.0,0.6050367095602748,Past,2014,2,24170
2857,2014-03-01,unemploy,10380.0,0.60748401357859,Past,2014,3,24171
2858,2014-04-01,unemploy,9702.0,0.5539591063393069,Past,2014,4,24172
2859,2014-05-01,unemploy,9859.0,0.5663535170127102,Past,2014,5,24173
2860,2014-06-01,unemploy,9460.0,0.5348543459382648,Past,2014,6,24174
2861,2014-07-01,unemploy,9608.0,0.5465382489934475,Past,2014,7,24175
2862,2014-08-01,unemploy,9599.0,0.5458277413752269,Past,2014,8,24176
2863,2014-09-01,unemploy,9262.0,0.5192231783374122,Past,2014,9,24177
2864,2014-10-01,unemploy,8990.0,0.4977500592089682,Past,2014,10,24178
2865,2014-11-01,unemploy,9090.0,0.5056445883003079,Past,2014,11,24179
2866,2014-12-01,unemploy,8717.0,0.4761979947896108,Past,2014,12,24180
2867,2015-01-01,unemploy,8903.0,0.49088181889950266,Past,2015,1,24181
2868,2015-02-01,unemploy,8610.0,0.4677508486618773,Past,2015,2,24182
2869,2015-03-01,unemploy,8504.0,0.4593826478250572,Past,2015,3,24183
2870,2015-04-01,unemploy,8526.0,0.46111944422515194,Past,2015,4,24184
,2015-04-01,,,,Future,2015,4,24184
,2015-05-01,,,,Future,2015,5,24185
,2015-06-01,,,,Future,2015,6,24186
,2015-07-01,,,,Future,2015,7,24187
,2015-08-01,,,,Future,2015,8,24188
,2015-09-01,,,,Future,2015,9,24189
,2015-10-01,,,,Future,2015,10,24190
,2015-11-01,,,,Future,2015,11,24191
,2015-12-01,,,,Future,2015,12,24192
,2016-01-01,,,,Future,2016,1,24193
,2016-02-01,,,,Future,2016,2,24194
,2016-03-01,,,,Future,2016,3,24195
,2016-04-01,,,,Future,2016,4,24196
,2016-05-01,,,,Future,2016,5,24197
,2016-06-01,,,,Future,2016,6,24198
,2016-07-01,,,,Future,2016,7,24199
,2016-08-01,,,,Future,2016,8,24200
,2016-09-01,,,,Future,2016,9,24201
,2016-10-01,,,,Future,2016,10,24202
,2016-11-01,,,,Future,2016,11,24203
,2016-12-01,,,,Future,2016,12,24204
,2017-01-01,,,,Future,2017,1,24205
,2017-02-01,,,,Future,2017,2,24206
,2017-03-01,,,,Future,2017,3,24207
,2017-04-01,,,,Future,2017,4,24208
,2017-05-01,,,,Future,2017,5,24209
,2017-06-01,,,,Future,2017,6,24210
,2017-07-01,,,,Future,2017,7,24211
,2017-08-01,,,,Future,2017,8,24212
,2017-09-01,,,,Future,2017,9,24213
,2017-10-01,,,,Future,2017,10,24214
,2017-11-01,,,,Future,2017,11,24215
,2017-12-01,,,,Future,2017,12,24216
,2018-01-01,,,,Future,2018,1,24217
,2018-02-01,,,,Future,2018,2,24218
,2018-03-01,,,,Future,2018,3,24219
,2018-04-01,,,,Future,2018,4,24220
,2018-05-01,,,,Future,2018,5,24221
,2018-06-01,,,,Future,2018,6,24222
,2018-07-01,,,,Future,2018,7,24223
,2018-08-01,,,,Future,2018,8,24224
,2018-09-01,,,,Future,2018,9,24225
,2018-10-01,,,,Future,2018,10,24226
,2018-11-01,,,,Future,2018,11,24227
,2018-12-01,,,,Future,2018,12,24228
,2019-01-01,,,,Future,2019,1,24229
,2019-02-01,,,,Future,2019,2,24230
,2019-03-01,,,,Future,2019,3,24231
,2019-04-01,,,,Future,2019,4,24232
,2019-05-01,,,,Future,2019,5,24233
,2019-06-01,,,,Future,2019,6,24234
,2019-07-01,,,,Future,2019,7,24235
,2019-08-01,,,,Future,2019,8,24236
,2019-09-01,,,,Future,2019,9,24237
,2019-10-01,,,,Future,2019,10,24238
,2019-11-01,,,,Future,2019,11,24239
,2019-12-01,,,,Future,2019,12,24240
,2020-01-01,,,,Future,2020,1,24241
,2020-02-01,,,,Future,2020,2,24242
,2020-03-01,,,,Future,2020,3,24243
,2020-04-01,,,,Future,2020,4,24244
,2020-05-01,,,,Future,2020,5,24245
,2020-06-01,,,,Future,2020,6,24246
,2020-07-01,,,,Future,2020,7,24247
,2020-08-01,,,,Future,2020,8,24248
,2020-09-01,,,,Future,2020,9,24249
,2020-10-01,,,,Future,2020,10,24250
,2020-11-01,,,,Future,2020,11,24251
,2020-12-01,,,,Future,2020,12,24252
,2021-01-01,,,,Future,2021,1,24253
,2021-02-01,,,,Future,2021,2,24254
,2021-03-01,,,,Future,2021,3,24255
,2021-04-01,,,,Future,2021,4,24256
,2021-05-01,,,,Future,2021,5,24257
,2021-06-01,,,,Future,2021,6,24258
,2021-07-01,,,,Future,2021,7,24259
,2021-08-01,,,,Future,2021,8,24260
,2021-09-01,,,,Future,2021,9,24261
,2021-10-01,,,,Future,2021,10,24262
,2021-11-01,,,,Future,2021,11,24263
,2021-12-01,,,,Future,2021,12,24264
,2022-01-01,,,,Future,2022,1,24265
,2022-02-01,,,,Future,2022,2,24266
,2022-03-01,,,,Future,2022,3,24267
,2022-04-01,,,,Future,2022,4,24268
,2022-05-01,,,,Future,2022,5,24269
,2022-06-01,,,,Future,2022,6,24270
,2022-07-01,,,,Future,2022,7,24271
,2022-08-01,,,,Future,2022,8,24272
,2022-09-01,,,,Future,2022,9,24273
,2022-10-01,,,,Future,2022,10,24274
,2022-11-01,,,,Future,2022,11,24275
,2022-12-01,,,,Future,2022,12,24276
,2023-01-01,,,,Future,2023,1,24277
,2023-02-01,,,,Future,2023,2,24278
,2023-03-01,,,,Future,2023,3,24279
