rownames,date,variable,value,value01
1109,2012-01-01,pop,313183.179,0.9406763209835264
1110,2012-02-01,pop,313338.977,0.9419566038524274
1111,2012-03-01,pop,313499.369,0.9432746382938756
1112,2012-04-01,pop,313667.127,0.9446532034456815
1113,2012-05-01,pop,313830.53,0.9459959810270823
1114,2012-06-01,pop,314017.594,0.9475331948205072
1115,2012-07-01,pop,314210.786,0.9491207659575486
1116,2012-08-01,pop,314422.341,0.9508592365562104
1117,2012-09-01,pop,314646.749,0.9527033277386666
1118,2012-10-01,pop,314853.978,0.9544062490768062
1119,2012-11-01,pop,315053.863,0.9560488204913961
1120,2012-12-01,pop,315232.752,0.9575188555504774
1121,2013-01-01,pop,315389.595,0.9588077257927593
1122,2013-02-01,pop,315520.143,0.959880514711547
1123,2013-03-01,pop,315662.224,0.9610480770056479
1124,2013-04-01,pop,315817.855,0.9623269875383242
1125,2013-05-01,pop,315983.654,0.9636894544466343
1126,2013-06-01,pop,316171.042,0.9652293307366872
1127,2013-07-01,pop,316358.778,0.9667720667453391
1128,2013-08-01,pop,316580.327,0.968592663860335
1129,2013-09-01,pop,316806.125,0.9704481774820253
1130,2013-10-01,pop,317022.27,0.972224366782906
1131,2013-11-01,pop,317228.026,0.9739151836224904
1132,2013-12-01,pop,317411.551,0.9754233153925709
1133,2014-01-01,pop,317593.923,0.9769219722903952
1134,2014-02-01,pop,317753.883,0.9782364567363403
1135,2014-03-01,pop,317917.203,0.9795785522584196
1136,2014-04-01,pop,318089.218,0.9809920996575775
1137,2014-05-01,pop,318269.505,0.9824736228965508
1138,2014-06-01,pop,318464.152,0.9840731506156676
1139,2014-07-01,pop,318662.368,0.9857020068855945
1140,2014-08-01,pop,318893.786,0.9876037033191516
1141,2014-09-01,pop,319125.296,0.989506155770269
1142,2014-10-01,pop,319353.734,0.9913833638089218
1143,2014-11-01,pop,319564.209,0.9931129594188262
1144,2014-12-01,pop,319746.157,0.9946081320618051
1145,2015-01-01,pop,319928.646,0.9961077504167446
1146,2015-02-01,pop,320074.511,0.9973064080418247
1147,2015-03-01,pop,320230.786,0.9985906106974269
1148,2015-04-01,pop,320402.295,1.0
